INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_2,OBS_VALUE__F__ISCED11_2,OBS_VALUE__M__ISCED11_2,NATURE___T__ISCED11_2,NATURE__F__ISCED11_2,NATURE__M__ISCED11_2,isLatestValue___T__ISCED11_2,isLatestValue__F__ISCED11_2,isLatestValue__M__ISCED11_2
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2008,35.34,32.57,37.95,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2013,33.62,33.46,33.77,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2014,32.99,33.09,32.89,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2015,34.56,35.44,33.71,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2016,37.13,38.76,35.53,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2014,100.81,107.04,94.84,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2015,93.48,100.04,87.2,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2016,97.57,103.72,91.67,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2009,26.67,,,C,,,False,,
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,27.53,,,E,,,False,,
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,28.39,,,C,,,False,,
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,34.01,31.83,36.16,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,41.5,39.76,43.22,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2014,33.82,31.54,36.07,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,33.17,31.89,34.43,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,32.26,34.47,30.08,E,E,E,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,97.51,97.96,97.07,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,97.11,98.01,96.25,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,99.06,99.94,98.23,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,99.36,100.37,98.4,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,60.07,68.64,51.48,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,64.78,73.08,56.51,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,62.07,71.66,52.57,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,59.74,67.08,52.49,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2014,58.9,66.41,51.48,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,60.37,67.24,53.56,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,55.36,61.76,49.01,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,11.13,8.11,14.2,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2011,93.25,95.86,90.69,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2012,92.24,94.34,90.18,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2013,107.06,108.55,105.6,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2006,12.43,5.74,19.04,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,15.52,8.63,22.34,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,15.16,8.88,21.37,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,22.57,12.59,32.43,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,92.21,92.54,91.88,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,95.76,96.1,95.45,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,94.62,94.81,94.42,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2007,96.1,96.55,95.69,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2008,98.17,99.01,97.41,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2009,98.67,99.81,97.66,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2010,98.66,100.15,97.33,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2011,100.69,102.35,99.22,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2012,113.4,110.24,116.19,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2013,108.51,110.0,107.2,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2014,102.91,104.74,101.3,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2015,93.77,95.59,92.18,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2016,93.55,94.5,92.72,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,76.67,81.94,71.59,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,79.18,84.66,73.9,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,85.47,91.36,79.81,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,89.97,95.5,84.65,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,91.34,96.99,85.9,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,82.36,82.81,81.92,E,E,E,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,96.55,103.73,89.64,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,95.31,102.39,88.51,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,94.43,101.16,87.97,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2016,91.95,97.64,86.48,C,C,C,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",174,Comoros,COM,44.25,-12.16666666,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,21.42,,,C,,,False,,
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",174,Comoros,COM,44.25,-12.16666666,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,18.75,,,C,,,True,,
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",184,Cook Islands,COK,-159.7666667,-21.23333333,"Oceania, exc. Australia and New Zealand",G,Global,2017,PT,Percent,2015,0.0,0.0,0.0,N,N,N,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",184,Cook Islands,COK,-159.7666667,-21.23333333,"Oceania, exc. Australia and New Zealand",G,Global,2017,PT,Percent,2016,93.82,99.24,88.89,E,E,E,True,True,True
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1999,51.75,56.83,46.86,C,C,C,False,False,False
II.10,d2dc1714,"Gross graduation ratio from lower secondary education, by sex",d2dc1714,"Gross graduation ratio from lower secondary education, by sex (retired)",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2003,43.53,47.03,40.16,C,C,C,False,False,False
