INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE__M,OBS_VALUE___O,OBS_VALUE___T,NATURE__F,NATURE__M,NATURE___O,NATURE___T,COMMENT_OBS__F,COMMENT_OBS__M,COMMENT_OBS___O,COMMENT_OBS___T,isLatestValue__F,isLatestValue__M,isLatestValue___O,isLatestValue___T
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2010,6.4,9.1,,7.8,C,C,,C,"Break in series: Methodology revised, Repository: Eurostat special tabulation","Break in series: Methodology revised, Repository: Eurostat special tabulation",,"Break in series: Methodology revised, Repository: Eurostat special tabulation",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2011,5.8,8.9,,7.5,C,C,,C,"Break in series: Methodology revised, Repository: Eurostat special tabulation","Break in series: Methodology revised, Repository: Eurostat special tabulation",,"Break in series: Methodology revised, Repository: Eurostat special tabulation",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2012,5.5,8.8,,7.2,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2013,5.9,9.1,,7.6,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2014,6.1,9.7,,8.0,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2015,6.0,9.4,,7.8,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2016,6.0,8.9,,7.6,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2017,5.8,9.0,,7.5,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2018,5.5,8.7,,7.2,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2019,5.1,8.0,,6.7,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2020,5.3,8.3,,6.9,C,C,,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,,Repository: Eurostat special tabulation,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,43.8,47.5,,45.9,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,25.3,42.7,,35.4,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,29.0,42.3,,36.6,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,28.0,44.8,,37.7,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,28.3,67.7,,46.0,C,C,,C,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 10 years old,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 10 years old,,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 10 years old,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2016,1.8,4.7,,3.2,C,C,,C,Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,,Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2017,2.3,4.7,,3.4,C,C,,C,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Institutional sector coverage: Private sector only Age coverage - maximum age: 74 years old,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2018,2.1,4.4,,3.3,C,C,,C,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents,,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2019,2.1,4.6,,3.4,C,C,,C,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Age coverage - maximum age: 74 years old,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Age coverage - maximum age: 74 years old,,Employment definition: Excluding own-use production workers Population coverage: Excluding non-permanent residents Age coverage - maximum age: 74 years old,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,1996,32.7,57.8,,44.5,C,C,,C,Age coverage - minimum age: 10 years old,Age coverage - minimum age: 10 years old,,Age coverage - minimum age: 10 years old,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,29.5,55.6,,42.0,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2001,34.6,52.1,,43.0,C,C,,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2004,,,,41.0,,,,C,,,,Data reference period: November Age coverage - minimum age: 10 years old,,,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2007,30.3,46.6,,38.7,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,,37.8,,37.8,,C,,C,,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2009,53.2,47.4,,50.3,C,C,,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,57.0,46.5,,51.8,C,C,,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2012,32.6,34.4,,33.6,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2013,61.2,,,,C,,,,Repository: ILO-STATISTICS - Micro data processing,,,,False,,,
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,55.1,46.7,,50.8,C,C,,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2001,29.7,21.1,,22.3,C,C,,C,Data reference period: September,Data reference period: September,,Data reference period: September,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2003,24.8,21.3,,21.8,C,C,,C,Data reference period: September,Data reference period: September,,Data reference period: September,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,22.0,28.5,,27.4,C,C,,C,Data reference period: Fourth quarter,Data reference period: Fourth quarter,,Data reference period: Fourth quarter,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2013,21.5,25.5,,24.8,C,C,,C,"Break in series: Methodology revised, Data reference period: September","Break in series: Methodology revised, Data reference period: September",,"Break in series: Methodology revised, Data reference period: September",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,21.0,26.1,,25.2,C,C,,C,Data reference period: September,Data reference period: September,,Data reference period: September,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,1996,69.8,60.6,,65.0,C,C,,C,,,,,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,60.6,54.9,,57.7,C,C,,C,,,,,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,55.8,53.0,,54.4,C,C,,C,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,50.0,44.3,,47.0,C,C,,C,Age coverage - minimum age: 10 years old,Age coverage - minimum age: 10 years old,,Age coverage - minimum age: 10 years old,False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,62.4,56.1,,59.2,C,C,,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,True,True,,True
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1990,6.1,8.5,,7.4,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1991,6.2,9.1,,7.8,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1992,6.7,9.5,,8.2,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1993,7.3,9.9,,8.7,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1994,7.7,10.0,,9.0,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1995,7.9,10.0,,9.0,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1996,8.4,10.8,,9.7,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1997,9.3,11.8,,10.7,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1998,9.5,12.3,,11.0,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
I.4,I8bd915c9,"Proportion of employed who are own-account workers, by sex",S8bd915c9,"Proportion of employed who are own-account workers, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1999,9.3,12.3,,10.9,C,C,,C,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing","Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",,"Nonstandard status in employment group: Including employers, Repository: ILO-STATISTICS - Micro data processing",False,False,,False
