INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,5.9,7.56,4.45,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,6.4,8.1,4.89,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,7.79,9.84,5.93,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,7.56,9.57,5.75,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,7.19,9.14,5.45,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,7.3,9.47,5.37,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,7.17,9.4,5.21,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2017,5.41,7.21,3.84,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation; ; Data reference period: Annual or annual average,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2015,9.2,11.52,7.45,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2017,8.24,9.37,7.42,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2012,19.36,22.89,16.21,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised; ;,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2014,12.98,28.69,9.8,C,C,C,Data reference period: September,Data reference period: September,Data reference period: September,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,29.74,33.78,26.04,C,C,C,Age coverage - minimum age: 10 years oldPopulation coverage: Nonstandard population coverage,Age coverage - minimum age: 10 years oldPopulation coverage: Nonstandard population coverage,Age coverage - minimum age: 10 years oldPopulation coverage: Nonstandard population coverage,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1990,25.48,34.78,18.06,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,26.82,36.44,18.93,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1992,27.96,37.89,19.73,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1993,27.82,37.74,19.59,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1994,26.86,36.88,18.57,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,26.87,36.75,18.65,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,26.76,36.74,18.45,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1997,26.98,37.15,18.5,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,27.53,37.35,19.24,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1999,26.74,36.23,18.69,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2000,26.07,35.05,18.42,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,27.47,36.65,19.58,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2002,28.15,37.52,19.99,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,29.34,38.89,20.96,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,28.75,38.29,20.35,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2005,28.16,37.25,20.17,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2006,28.6,37.63,20.6,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2007,28.65,37.43,20.77,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2008,29.06,37.87,21.14,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,30.82,39.57,22.76,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,29.93,38.92,21.69,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,29.52,37.98,21.83,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,29.01,37.5,21.27,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,29.41,37.86,21.7,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,30.32,39.12,22.33,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,29.32,37.87,21.58,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,29.28,37.42,21.86,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2017,29.65,37.74,22.28,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,17.42,21.63,13.74,C,C,C,Age coverage - minimum age: 16 years old; Repository: ILO-STATISTICS - Micro data processing; ;,Age coverage - minimum age: 16 years old; Repository: ILO-STATISTICS - Micro data processing; ;,Age coverage - minimum age: 16 years old; Repository: ILO-STATISTICS - Micro data processing; ;,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,3.0,3.29,2.72,C,C,C,Data reference period: October,Data reference period: October,Data reference period: October,True,True,True
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2009,24.89,31.04,21.61,C,C,C,"Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts",False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2010,21.92,28.7,18.52,C,C,C,"Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Age coverage - minimum age: 10 years oldData reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts",False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2011,16.36,22.71,13.26,C,C,C,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2012,12.68,17.85,10.24,C,C,C,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,False,False,False
I.14,c6bf121c,"Proportion of employed working part-time, by sex",c6bf121c,"Proportion of employed working part-time, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2013,19.74,26.4,16.2,C,C,C,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts",False,False,False
