INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,TIME_PERIOD,VALUE_CATEGORY_DESC__F,VALUE_CATEGORY_DESC__M,TIME_DETAIL__F,TIME_DETAIL__M,NATURE__F,NATURE__M,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue__F,isLatestValue__M
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,Under some conditions (e.g. pregnancy) the marriage can take place without age restrictions.,Under some conditions (e.g. pregnancy) the marriage can take place without age restrictions.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,304,Greenland,GRL,-41.39371316,74.75625681,Europe and Northern America,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,316,Guam,GUM,144.7029305,13.35485404,"Oceania, exc. Australia and New Zealand",G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"17 years. Under 18, both a court order and parent or legal guardian consent are needed","17 years. Under 18, both a court order and parent or legal guardian consent are needed",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,No limit,No limit,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,2019,Men at least 18 years Women less than 18 years,Men at least 18 years Women less than 18 years,2010-2019,2010-2019,C,C,15 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent. An exemption on the minimum age can be granted by court order if granting of such an exemption is in the best interests of the parties to the intended marriage and good reasons for the application can be demonstrated.,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent. An exemption on the minimum age can be granted by court order if granting of such an exemption is in the best interests of the parties to the intended marriage and good reasons for the application can be demonstrated.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,376,Israel,ISR,34.62277992,31.06164552,Northern Africa and Western Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,2019,Men at least 18 years Women less than 18 years,Men at least 18 years Women less than 18 years,2010-2019,2010-2019,C,C,16 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,400,Jordan,JOR,37.13024774,30.65365973,Northern Africa and Western Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years. The minimum legal age at which marriage can take place is the same with or without parental consent,16 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,428,Latvia,LVA,26.42461876,56.64196636,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,434,Libya,LBY,18.0295985,27.04042819,Northern Africa and Western Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. According to the Islamic law marriage requires parental consent. Consent of the bride herself as well as the guardian's consent are fundamental in the marriage contract. Young men usually choose the consent of the parents. Minimum age at marriage is usually 18 years. According to the law marriage is not restricted to individuals over the age of 18 years.,18 years. According to the Islamic law marriage requires parental consent. Consent of the bride herself as well as the guardian's consent are fundamental in the marriage contract. Young men usually choose the consent of the parents. Minimum age at marriage is usually 18 years. According to the law marriage is not restricted to individuals over the age of 18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,438,Liechtenstein,LIE,9.552985019,47.14167005,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,Persons less than 18 years old need a decision of the court.,Persons less than 18 years old need a decision of the court.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,15 years. In addition to parental consent persons less than 18 years old need judicial approval. In case of pregnancy marriage can be allowed below 15 years of age.,15 years. In addition to parental consent persons less than 18 years old need judicial approval. In case of pregnancy marriage can be allowed below 15 years of age.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,2019,No fixed data,At least 18 years,2010-2019,2010-2019,C,C,"16 or 18. For marriage with parental consent, it is 18 years of age for males whereas it is 18 years of age for non-Muslim females and 16 years of age for Muslim females. Without parental consent, it is 21 years of age for non-Muslims and 18 years of age for Muslims.","For marriage with parental consent, it is 18 years of age for males whereas it is 18 years of age for non-Muslim females and 16 years of age for Muslim females. Without parental consent, it is 21 years of age for non-Muslims and 18 years of age for Muslims.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"14 years. Each of the 31 Federal States and the Federal District has its own civil code for marriage. Marriages under 18 require parental consent. Additionally, in the Federal District and in the states of Guanajuato, Morelos, Puebla and San Luis Potosí the minimum age with parental consent is 16 for both bride and groom and in the states of Michoacán, Nayarit, Sinaloa and Sonora the minimum age with parental consent is 14 for the bride and 16 for the groom.","16 years. Each of the 31 Federal States and the Federal District has its own civil code for marriage. Marriages under 18 require parental consent. Additionally, in the Federal District and in the states of Guanajuato, Morelos, Puebla and San Luis Potosí the minimum age with parental consent is 16 for both bride and groom and in the states of Michoacán, Nayarit, Sinaloa and Sonora the minimum age with parental consent is 14 for the bride and 16 for the groom.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,500,Montserrat,MSR,-62.19261223,16.73558313,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"16 years. Consent can be given by a guardian or a person who has custody of the child wishing to marry. Also, the Governor has discretion to permit persons as young as 15 years and 1 day old to marry, if he thinks that getting married is in the best interest of the person s who are intending to marry and the persons in this instance must have also received the necessary consent.","16 years. Consent can be given by a guardian or a person who has custody of the child wishing to marry. Also, the Governor has discretion to permit persons as young as 15 years and 1 day old to marry, if he thinks that getting married is in the best interest of the person s who are intending to marry and the persons in this instance must have also received the necessary consent.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,516,Namibia,NAM,17.21907885,-22.13817068,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,G,Global,2021,2019,Men at least 18 years Women less than 18 years,Men at least 18 years Women less than 18 years,2010-2019,2010-2019,C,C,14 years,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,608,Philippines,PHL,120.8601418,14.16591706,Eastern and South-Eastern Asia,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,Females can marry at the age of 16 or 17 years with parental and court consent.,Females can marry at the age of 16 or 17 years with parental and court consent.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,630,Puerto Rico,PRI,-66.47591017,18.22753799,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,17 years.,17 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"16 years. Marriage for persons under 18 years requires parental consent, a medical certificate and the agreement by the local family cour","16 years. Marriage for persons under 18 years requires parental consent, a medical certificate and the agreement by the local family cour",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,654,Saint Helena,SHN,-5.705752501,-15.96503946,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,674,San Marino,SMR,12.46329038,43.93841766,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,14 years. The heads of the State of San Marino can allow marriages of males of 14 years and older and females of 12 years and older.,16 years. The heads of the State of San Marino can allow marriages of males of 14 years and older and females of 12 years and older.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,686,Senegal,SEN,-14.46636926,14.35920905,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,< 18,< 18,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"16 years. Marriage is not allowed for persons below the age of 18; only the court may, for good cause, permit marriage to a minor who has attained the age of 16 years of age, and attained physical and mental maturity to exercise the rights and responsibilities of marriage. Parental consent is not required.","16 years. Marriage is not allowed for persons below the age of 18; only the court may, for good cause, permit marriage to a minor who has attained the age of 16 years of age, and attained physical and mental maturity to exercise the rights and responsibilities of marriage. Parental consent is not required.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,690,Seychelles,SYC,55.46561591,-4.678053059,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,694,Sierra Leone,SLE,-11.78306584,8.568604164,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,18 years. The minimum legal age at which marriage can take place is the same with or without parental consent,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,702,Singapore,SGP,103.8107883,1.361009155,Eastern and South-Eastern Asia,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,"<21. Specified minimum legal marriage age refers to marriages contracted under the Women's Charter. For Muslim marriages under the Administration of Muslim Law Act, no marriage shall be solemnised when either party is below the age of 18 years. Notwithstanding that, Muslim women below the age of 18 years who have attained the age of puberty may be married under the Administration of the Muslim Law Act.","<21. Specified minimum legal marriage age refers to marriages contracted under the Women's Charter. For Muslim marriages under the Administration of Muslim Law Act, no marriage shall be solemnised when either party is below the age of 18 years. Notwithstanding that, Muslim women below the age of 18 years who have attained the age of puberty may be married under the Administration of the Muslim Law Act.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,15 years.,15 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,"<21. Marriages under the age of 18 can be performed with parental consent or with judicial permission if parental consent has been unreasonably refused. Additionally, boys under the age of 18 and girls under the age of 16 may also be required to seek the consent of the Minister of Home Affairs.","<21. Marriages under the age of 18 can be performed with parental consent or with judicial permission if parental consent has been unreasonably refused. Additionally, boys under the age of 18 and girls under the age of 16 may also be required to seek the consent of the Minister of Home Affairs.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,16 years.,16 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,15 years.,17 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,748,Eswatini,SWZ,31.50149288,-26.56471011,Sub-Saharan Africa,G,Global,2021,2019,Both at least 18 years,Both at least 18 years,2010-2019,2010-2019,C,C,18 years.,18 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,2019,No fixed data,No fixed data,2010-2019,2010-2019,C,C,With parental consent no limit but authorities must approve; without parental consent 18 years of age for Swedish citizens.,With parental consent no limit but authorities must approve; without parental consent 18 years of age for Swedish citizens.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,762,Tajikistan,TJK,69.294998,38.43069666,Central and Southern Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,17 years.,17 years.,True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,780,Trinidad and Tobago,TTO,-61.29389504,10.41877263,Latin America and the Caribbean,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,"<18. With parental consent, age for marriage is 14 years for males and 12 years for females in a civil marriage; 16 years for males and 12 years for females in a Muslim marriage; 18 years for males and 14 years for females in a Hindu marriage; and 18 years for males and 16for females in Orisa marriage.","<18. With parental consent, age for marriage is 14 years for males and 12 years for females in a civil marriage; 16 years for males and 12 years for females in a Muslim marriage; 18 years for males and 14 years for females in a Hindu marriage; and 18 years for males and 16for females in Orisa marriage.",True,True
QV.4,Ifdb90d43,Legal minimum age at marriage by sex,S174413b8,Minimum age for legal marriage - With parental consent,784,United Arab Emirates,ARE,53.98279159,23.43322219,Northern Africa and Western Asia,G,Global,2021,2019,Both less than 18 years,Both less than 18 years,2010-2019,2010-2019,C,C,<18. People under 18 years old require judge approval for marriage.,<18. People under 18 years old require judge approval for marriage.,True,True
