INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE___T,OBS_VALUE__M,NATURE__F,NATURE___T,NATURE__M,isLatestValue__F,isLatestValue___T,isLatestValue__M
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2000,83.28273,86.57411,89.75432,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2001,83.76423,86.87624,89.84804,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2002,84.34628,87.3862,90.31736,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2003,84.87771,87.88175,90.7772,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2004,85.51812,88.34327,91.06009,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2005,85.45463,88.4753,91.36187,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2006,86.09043,88.7643,91.5475,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2007,86.10576,88.6671,91.07022,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2008,86.88351,89.45075,91.88306,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2009,87.05597,89.52354,91.86202,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2010,87.28597,89.56745,91.72734,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2011,87.71176,89.78329,91.76559,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2012,88.34904,90.33697,92.22335,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2013,88.7924,90.67433,92.43242,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2014,89.26069,90.99333,92.63752,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2015,89.42571,91.03017,92.54247,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2016,89.98653,91.44745,92.82879,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2017,90.2632,91.62893,92.9195,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2018,90.2744,91.54568,92.74112,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",1,World,,,,,G,Global,2021,PT,Percent,2019,90.53733,91.72955,92.84612,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2001,98.10977,98.21248,98.30967,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2011,97.65106,97.86505,98.06693,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,93.47118,94.58631,95.7881,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,84.41379,84.75116,85.11967,E,E,E,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,1990,48.01126,53.55521,59.49784,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,70.3653,73.33006,76.78002,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,57.32103,61.73879,66.61451,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,74.95891,79.55961,85.29008,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,85.61855,88.22177,91.03415,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,1999,99.82821,99.79184,99.75687,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2009,99.84739,99.82321,99.80033,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2018,99.87,99.85,99.83,E,E,E,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,1998,71.07159,76.31821,81.84629,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2004,78.896,83.38286,87.92011,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,85.53457,87.47138,89.38368,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2009,85.85159,87.12393,88.35612,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,90.37226,90.14187,89.92461,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,92.57328,92.21236,91.86412,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2002,86.13399,90.13721,94.05754,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,89.13824,91.77964,94.38148,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2008,91.73993,93.76733,95.74706,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,97.25216,97.42652,97.59406,E,E,E,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,77.96249,83.09829,88.42245,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,77.48205,83.13557,89.41732,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,76.42093,80.57444,85.39748,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,82.41,85.08,87.72,E,E,E,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,1990,86.41509,88.1679,89.94897,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,96.63,95.87,95.11,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,98.39818,98.12897,97.87189,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,98.73018,98.11131,97.58501,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",136,Cayman Islands,CYM,-81.16740559,19.32266656,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,98.62333,98.90682,99.14231,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,49.01935,60.80705,72.59475,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,26.97133,36.35627,48.8571,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,28.70666,38.26865,47.80493,E,E,E,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1990,99.79054,99.79019,99.78969,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1991,99.79005,99.78846,99.78678,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1992,99.78944,99.78675,99.78403,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1993,99.7888,99.78521,99.78165,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1994,99.78844,99.78404,99.77974,E,E,E,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1995,99.78852,99.78297,99.77756,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1996,99.83439,99.83204,99.82974,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1997,99.85302,99.84562,99.83839,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1998,99.8565,99.84362,99.83101,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,1999,99.86104,99.84263,99.82448,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2000,99.86427,99.84128,99.81824,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2001,99.87343,99.84463,99.8164,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2002,99.88148,99.84811,99.81535,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2003,99.89061,99.85242,99.81489,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2004,99.89818,99.856,99.8145,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2005,99.90443,99.85904,99.81436,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2006,99.91394,99.87147,99.8303,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2007,99.91585,99.87302,99.83216,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2008,99.91684,99.87421,99.83423,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2009,99.92435,99.90661,99.89169,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2010,99.92174,99.92128,99.92309,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2011,99.92391,99.92245,99.92349,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2012,99.92628,99.92421,99.92396,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2013,99.92873,99.92602,99.92437,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2014,99.93112,99.92771,99.9246,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2015,99.9323,99.92837,99.92468,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2016,99.93339,99.92896,99.92471,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2017,99.93424,99.92927,99.92442,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2018,99.93026,99.92579,99.92083,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2019,99.93539,99.92928,99.92326,C,C,C,True,True,True
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2001,96.12111,95.58863,95.06529,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2006,97.93921,97.48406,97.02708,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2008,98.5861,97.9818,97.33251,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2010,98.58897,98.15793,97.68654,C,C,C,False,False,False
II.9,I2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",Sed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2016,98.94489,98.68899,98.41123,C,C,C,False,False,False
