INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___T,NATURE__F,NATURE__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,41.44158,37.63632,45.25815,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,50.27606,45.46107,55.11832,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,49.53727,44.42929,54.67046,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2003,52.98084,48.2505,57.73128,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,54.62652,51.51351,57.75072,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,57.85952,55.05031,60.67673,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,74.51539,73.19322,75.84013,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,81.83971,80.84789,82.83274,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,92.44863,91.91476,92.98263,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,90.75957,91.43263,90.08708,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,95.5644,96.61402,94.51667,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,95.67249,97.28983,94.06629,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,93.60911,95.01077,92.21816,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,92.42037,94.02609,90.82852,C,C,C,True,True,True
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,1995,88.16409,86.28125,89.97679,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2001,100.0,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2002,99.33446,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2003,99.46826,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2004,98.15458,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2005,98.14536,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2006,98.64981,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2007,98.91863,,,E,,,False,,
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2008,99.3377,98.63847,100.0,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2009,99.28538,98.53133,100.0,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2010,99.32981,98.62272,100.0,C,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2011,99.28904,98.53868,100.0,C,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2012,99.42621,98.82092,100.0,C,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2013,98.27353,98.47221,98.08524,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2014,97.9432,97.41469,98.44362,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2015,98.49246,98.64024,98.3527,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2016,99.48118,98.98665,99.94829,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2017,99.14284,98.23582,100.0,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2018,98.69744,97.89781,99.45268,C,C,C,True,True,True
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,1997,83.10079,76.28283,89.77808,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,1998,84.95569,78.46243,91.28421,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,1999,86.89278,81.48489,92.13395,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,93.16555,87.79878,98.34283,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2003,98.06397,96.05728,100.0,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2006,95.15216,94.30333,95.96777,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2007,95.88748,93.97246,97.72359,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,94.81747,92.92533,96.63446,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,93.61728,92.67004,94.53608,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2011,97.75274,95.44854,100.0,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2012,97.72587,95.4054,100.0,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,95.34509,94.28327,96.38248,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,95.56259,96.86623,94.2983,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,92.97896,92.95684,93.00022,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,90.8034,90.58247,91.01428,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,90.69029,90.63422,90.7436,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,90.64566,90.6263,90.66406,C,C,C,True,True,True
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1990,85.87007,79.52591,91.9578,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1991,87.60795,81.62065,93.35622,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1992,88.70739,83.17855,94.01608,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1993,88.22298,83.2644,92.98404,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1994,88.16877,83.79624,92.36638,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1995,88.39232,84.39233,92.23078,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1996,87.9189,84.43281,91.26231,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1997,87.36391,84.29735,90.30376,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,1999,90.05305,88.10869,91.91566,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,90.74774,89.12297,92.3043,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2001,92.74897,91.21017,94.22397,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2002,93.90213,92.62485,95.12632,E,E,E,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2003,94.35822,93.235,95.43476,C,C,C,False,False,False
II.2,I40470f13,"Total net enrolment rate, primary, by sex",S40470f13,"Total net enrolment rate, primary, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2004,95.08431,94.01596,96.10832,C,C,C,False,False,False
