INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y_GE25__AGG_2T8,OBS_VALUE__F__Y_GE25__AGG_2T8,OBS_VALUE__M__Y_GE25__AGG_2T8,NATURE___T__Y_GE25__AGG_2T8,NATURE__F__Y_GE25__AGG_2T8,NATURE__M__Y_GE25__AGG_2T8,isLatestValue___T__Y_GE25__AGG_2T8,isLatestValue__F__Y_GE25__AGG_2T8,isLatestValue__M__Y_GE25__AGG_2T8
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,100.0,86.73,19.22,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1970,45.93,99.52,62.72,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1972,30.3,99.65,64.51,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1976,16.4,98.98,65.7,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1981,6.67,98.46,67.04,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1986,5.98,90.74,78.25,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,6.3,85.35,79.04,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,34.88,89.08,23.01,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,1970,52.04,26.75,81.72,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,1989,74.58,26.13,85.6,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,82.36,27.76,88.94,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,77.82,27.48,87.02,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,78.11,28.17,15.17,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,79.23,28.82,18.08,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,79.18,28.62,26.06,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,83.61,29.28,20.92,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,83.69,29.88,15.05,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1988,100.0,88.64,16.11,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,1981,66.71,61.9,64.74,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2001,65.03,96.71,65.62,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2008,64.12,96.73,66.46,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2009,63.2,96.67,67.39,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1970,84.4,30.27,13.16,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1982,85.08,30.96,18.33,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,85.17,69.57,54.06,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,86.7,69.42,50.81,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,31.47,69.53,52.86,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,30.44,67.1,65.0,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,29.13,66.41,51.86,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,42.94,66.77,50.57,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,42.44,66.34,50.02,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1982,31.1,27.71,23.7,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1990,30.44,,,C,,,False,,
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2000,69.54,28.82,23.38,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2010,69.49,29.84,21.71,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1973,59.38,99.21,15.9,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1993,58.75,,,C,,,False,,
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,59.65,99.23,41.27,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,63.17,99.4,36.34,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,41.3,98.2,37.88,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,39.57,66.22,41.93,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,38.08,67.45,43.21,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,36.97,64.95,42.78,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,35.02,64.73,44.16,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,33.89,16.3,45.35,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,70.92,47.8,46.41,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,8.4,99.7,48.14,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,12.84,99.7,49.46,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,21.31,99.6,50.33,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",178,Congo,COG,15.0,-1.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1984,34.51,53.82,4.86,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1984,32.28,85.63,32.59,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,31.67,84.59,60.72,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,31.84,13.2,1.11,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",184,Cook Islands,COK,-159.7666667,-21.23333333,"Oceania, exc. Australia and New Zealand",G,Global,2017,PT,Percent,1971,18.29,6.93,4.07,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1973,63.18,9.1,2.2,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,65.52,98.15,40.99,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,66.57,99.79,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,67.7,99.82,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,68.78,99.83,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,69.55,99.81,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,5.5,99.81,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,9.82,99.72,0.0,C,C,N,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,33.24,7.4,10.6,C,C,C,True,True,True
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,1991,3.92,20.88,79.74,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2001,8.75,21.67,80.4,C,C,C,False,False,False
II.12,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42192176,"Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2011,7.99,12.64,76.27,C,C,C,True,True,True
