INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___T,NATURE__F,NATURE__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,19.37421,19.55241,19.19725,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,41.89769,42.17431,41.62422,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,44.55618,45.42622,43.69724,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,49.26337,50.08537,48.45306,C,C,C,True,True,True
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2001,86.35195,,,C,,,False,,
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2002,85.32627,84.22569,86.36685,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2003,84.83999,84.41816,85.23859,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2004,90.27976,89.45868,91.05567,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2005,93.79284,93.14778,94.40269,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2006,98.36299,97.90218,98.79899,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2007,98.87146,98.09417,99.60762,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2008,96.21023,95.50931,96.8745,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2009,94.75132,93.16251,96.25726,C,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2010,93.1357,92.06518,94.15006,C,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2011,93.37178,93.15127,93.58053,C,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2012,96.65957,96.44638,96.86135,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2013,98.96251,97.8654,100.0,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2014,98.69889,97.32143,100.0,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2015,98.20273,96.2978,100.0,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2016,98.48739,96.88266,100.0,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2017,96.36349,94.93437,97.7097,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2018,98.05161,96.48282,99.52753,C,C,C,True,True,True
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,12.9151,13.13117,12.70547,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2003,15.82339,16.17263,15.48449,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2004,18.46392,18.36743,18.55733,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2005,20.41321,21.21919,19.63499,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2006,26.54902,27.17513,25.94558,E,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2007,26.33185,26.78457,25.89323,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,28.31368,28.76782,27.87061,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,36.75099,36.98945,36.51616,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2012,43.00224,43.57398,42.44558,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,41.88724,43.11858,40.72604,E,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,43.63738,44.36849,42.94816,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,46.04127,46.46504,45.64066,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,52.24135,52.84036,51.67142,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,53.96556,55.70625,52.29634,C,C,C,True,True,True
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2003,8.63119,8.56741,8.69229,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2004,11.26857,11.31619,11.22297,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,13.30605,12.85304,13.73974,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,33.98955,33.83005,34.1423,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2008,43.37556,42.14056,44.55934,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2009,84.43027,84.01507,84.8285,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,88.85497,86.46482,91.14876,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,84.72997,85.66731,83.83022,C,C,C,True,True,True
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,39.44077,,,C,,,False,,
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,41.09032,,,C,,,False,,
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,40.02773,39.50991,40.53747,E,E,E,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,43.10418,42.44267,43.75508,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,47.67645,47.17065,48.1737,C,C,C,False,False,False
II.1,If1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",Sf1e8239d,"Participation rate in organized learning (one year before the official primary entry age), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,50.57941,50.01422,51.13486,C,C,C,False,False,False
