INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1___T__Q4,OBS_VALUE___T__ISCED11_1___T__Q5,OBS_VALUE___T__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1___T__Q1,OBS_VALUE___T__ISCED11_1___T__Q3,OBS_VALUE___T__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q5,OBS_VALUE__F__ISCED11_1___T__Q1,OBS_VALUE__F__ISCED11_1___T__Q2,OBS_VALUE__F__ISCED11_1___T__Q3,OBS_VALUE__F__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q1,OBS_VALUE__M__ISCED11_1___T___T,OBS_VALUE__M__ISCED11_1___T__Q5,OBS_VALUE__M__ISCED11_1___T__Q3,OBS_VALUE__M__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1__R__Q5,OBS_VALUE___T__ISCED11_1__R___T,OBS_VALUE___T__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__R__Q4,OBS_VALUE___T__ISCED11_1__R__Q2,OBS_VALUE___T__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q5,OBS_VALUE__F__ISCED11_1__R___T,OBS_VALUE__F__ISCED11_1__R__Q4,OBS_VALUE__F__ISCED11_1__R__Q3,OBS_VALUE__F__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q5,OBS_VALUE__M__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q1,OBS_VALUE__M__ISCED11_1__R___T,OBS_VALUE__M__ISCED11_1__R__Q4,OBS_VALUE__M__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__U__Q5,OBS_VALUE___T__ISCED11_1__U__Q2,OBS_VALUE___T__ISCED11_1__U___T,OBS_VALUE___T__ISCED11_1__U__Q4,OBS_VALUE___T__ISCED11_1__U__Q3,OBS_VALUE___T__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q3,OBS_VALUE__F__ISCED11_1__U__Q5,OBS_VALUE__F__ISCED11_1__U__Q4,OBS_VALUE__F__ISCED11_1__U___T,OBS_VALUE__F__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q4,OBS_VALUE__M__ISCED11_1__U__Q5,OBS_VALUE__M__ISCED11_1__U___T,OBS_VALUE__M__ISCED11_1__U__Q3,OBS_VALUE__M__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q1,NATURE___T__ISCED11_1___T__Q4,NATURE___T__ISCED11_1___T__Q5,NATURE___T__ISCED11_1___T__Q2,NATURE___T__ISCED11_1___T__Q1,NATURE___T__ISCED11_1___T__Q3,NATURE___T__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q5,NATURE__F__ISCED11_1___T__Q1,NATURE__F__ISCED11_1___T__Q2,NATURE__F__ISCED11_1___T__Q3,NATURE__F__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q1,NATURE__M__ISCED11_1___T___T,NATURE__M__ISCED11_1___T__Q5,NATURE__M__ISCED11_1___T__Q3,NATURE__M__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q2,NATURE___T__ISCED11_1__R__Q5,NATURE___T__ISCED11_1__R___T,NATURE___T__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__R__Q4,NATURE___T__ISCED11_1__R__Q2,NATURE___T__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q5,NATURE__F__ISCED11_1__R___T,NATURE__F__ISCED11_1__R__Q4,NATURE__F__ISCED11_1__R__Q3,NATURE__F__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q5,NATURE__M__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q1,NATURE__M__ISCED11_1__R___T,NATURE__M__ISCED11_1__R__Q4,NATURE__M__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__U__Q5,NATURE___T__ISCED11_1__U__Q2,NATURE___T__ISCED11_1__U___T,NATURE___T__ISCED11_1__U__Q4,NATURE___T__ISCED11_1__U__Q3,NATURE___T__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q3,NATURE__F__ISCED11_1__U__Q5,NATURE__F__ISCED11_1__U__Q4,NATURE__F__ISCED11_1__U___T,NATURE__F__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q4,NATURE__M__ISCED11_1__U__Q5,NATURE__M__ISCED11_1__U___T,NATURE__M__ISCED11_1__U__Q3,NATURE__M__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q1,isLatestValue___T__ISCED11_1___T__Q4,isLatestValue___T__ISCED11_1___T__Q5,isLatestValue___T__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1___T__Q1,isLatestValue___T__ISCED11_1___T__Q3,isLatestValue___T__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q5,isLatestValue__F__ISCED11_1___T__Q1,isLatestValue__F__ISCED11_1___T__Q2,isLatestValue__F__ISCED11_1___T__Q3,isLatestValue__F__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q1,isLatestValue__M__ISCED11_1___T___T,isLatestValue__M__ISCED11_1___T__Q5,isLatestValue__M__ISCED11_1___T__Q3,isLatestValue__M__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1__R__Q5,isLatestValue___T__ISCED11_1__R___T,isLatestValue___T__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__R__Q4,isLatestValue___T__ISCED11_1__R__Q2,isLatestValue___T__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q5,isLatestValue__F__ISCED11_1__R___T,isLatestValue__F__ISCED11_1__R__Q4,isLatestValue__F__ISCED11_1__R__Q3,isLatestValue__F__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q5,isLatestValue__M__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q1,isLatestValue__M__ISCED11_1__R___T,isLatestValue__M__ISCED11_1__R__Q4,isLatestValue__M__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__U__Q5,isLatestValue___T__ISCED11_1__U__Q2,isLatestValue___T__ISCED11_1__U___T,isLatestValue___T__ISCED11_1__U__Q4,isLatestValue___T__ISCED11_1__U__Q3,isLatestValue___T__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q3,isLatestValue__F__ISCED11_1__U__Q5,isLatestValue__F__ISCED11_1__U__Q4,isLatestValue__F__ISCED11_1__U___T,isLatestValue__F__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q4,isLatestValue__M__ISCED11_1__U__Q5,isLatestValue__M__ISCED11_1__U___T,isLatestValue__M__ISCED11_1__U__Q3,isLatestValue__M__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q1
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,91.84,96.05,83.01,76.71,87.87,86.18,96.84,80.59,86.04,87.55,88.55,95.5,72.66,83.87,95.15,88.14,88.16,80.13,87.59,79.5,77.61,84.91,75.14,73.35,91.61,82.12,85.41,80.0,77.37,78.44,84.11,71.92,69.76,77.23,84.57,75.35,96.6,89.28,90.63,95.29,91.17,84.48,93.65,96.87,97.17,92.43,87.53,90.0,93.33,96.27,88.74,88.63,88.59,81.02,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,94.79,95.18,85.92,77.95,89.54,87.84,94.95,79.05,86.8,92.36,88.86,94.57,76.91,86.86,95.43,86.81,94.99,85.1,90.33,82.04,82.83,85.77,79.09,74.1,93.47,84.54,87.55,84.51,76.15,82.51,86.91,76.28,72.13,79.8,84.13,81.52,95.1,90.28,91.9,97.7,93.39,86.15,93.49,93.21,97.57,91.73,85.67,92.09,97.83,97.01,92.08,93.29,88.66,86.75,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,93.14,95.57,86.12,79.98,91.33,88.41,96.12,81.52,89.03,93.23,90.31,95.06,78.4,86.52,94.93,89.56,91.18,83.51,91.27,84.19,84.66,86.38,84.32,76.34,91.98,87.69,89.59,89.94,81.14,87.07,90.62,81.22,72.16,81.04,83.58,80.6,96.43,91.83,91.61,96.09,91.93,84.86,93.26,96.99,97.29,92.14,83.73,92.53,94.79,95.8,91.05,90.65,91.0,86.01,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,93.28,96.44,85.29,80.69,90.28,88.51,96.19,84.03,89.71,91.27,90.99,96.17,77.88,86.26,96.66,89.3,90.75,81.17,91.54,83.64,82.76,86.65,81.11,77.38,94.17,87.61,89.62,87.06,83.82,83.88,89.2,78.93,72.13,80.05,83.47,78.56,98.31,90.32,92.04,93.94,94.49,85.87,95.13,98.64,96.3,93.43,87.7,91.91,91.76,97.99,90.77,93.99,88.62,84.3,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,91.71,97.03,86.84,79.14,90.28,87.93,95.87,80.83,90.67,91.18,90.05,95.92,77.5,85.9,98.21,89.37,87.86,83.33,88.3,82.19,82.89,86.89,80.52,74.26,92.01,85.25,88.48,87.37,77.78,82.25,83.87,79.09,70.5,79.16,85.04,79.28,98.32,91.77,92.13,95.7,93.19,86.16,96.14,97.52,96.83,93.64,88.09,92.96,94.73,99.13,90.7,90.12,90.81,84.18,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,94.62,96.35,85.57,79.79,89.79,88.31,97.48,79.25,88.47,93.12,89.84,95.28,80.3,86.77,95.31,86.55,93.93,82.41,89.24,83.16,84.42,89.53,77.67,76.77,90.97,84.49,92.2,87.18,73.62,79.25,87.28,76.06,79.57,81.77,87.07,80.81,98.49,90.98,92.47,97.1,92.7,86.64,96.96,100.0,96.68,94.34,89.16,91.97,97.48,97.06,90.67,88.06,90.06,84.21,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,94.44,97.43,86.55,83.68,91.74,89.71,97.76,84.61,87.94,94.43,91.39,97.97,82.68,88.06,97.15,89.16,91.18,85.13,91.22,85.45,84.72,89.19,81.35,82.42,95.76,87.19,90.55,89.23,82.08,80.76,86.67,81.95,82.82,83.58,87.73,79.66,97.97,92.33,92.94,97.25,93.65,88.09,97.82,98.81,98.17,94.86,90.7,92.68,96.56,97.16,91.18,89.53,92.02,85.61,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,48.1,55.94,25.52,26.3,56.31,42.23,,,,,43.18,,,41.39,,,,,,24.32,,,,,,,,,,,,,,,,,,,58.82,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,,,,,,17.93961,,,,,16.20967,,,19.65144,,,,,,6.27041,,,,,,4.23655,,,,,,,,8.18387,,,,,64.78995,,,,,,,58.72849,,,,,72.14006,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,False,,,,,,,,False,,,,,False,,,,,,,False,,,,,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,26.81228,58.60991,12.6228,8.66241,15.90299,28.21768,50.3795,5.81438,5.17235,12.62311,23.29575,21.09463,10.76146,32.94855,68.25201,19.57253,30.99706,20.56002,37.8572,19.06296,15.98513,26.16389,12.31148,8.66221,31.25843,13.86714,20.59031,12.70786,5.77358,4.50802,44.75082,20.58838,10.79735,23.77765,30.19817,19.65101,71.23605,,70.06515,52.12518,,,,61.05307,,60.18445,,,,84.0329,82.42934,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,,,C,,C,,,,C,C,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,,,False,,False,,,,False,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,,,,,,26.56874,,,,,25.37453,,,27.67989,,,,,,16.6355,,,,,,14.82923,,,,,,,,18.22304,,,,,64.55776,,,,,,,60.54932,,,,,69.19434,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,False,,,,,,,,False,,,,,False,,,,,,,False,,,,,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,40.35622,71.64056,23.49201,18.95529,34.74504,39.57277,69.34129,21.48856,25.29861,34.81721,40.77654,41.53206,16.17609,38.11943,74.81066,34.66668,38.80598,21.45013,51.14551,30.29867,34.29884,38.40943,23.55543,17.73151,50.47305,31.01661,38.50382,33.84005,19.11224,25.31882,51.88337,21.55584,16.24104,29.47589,38.28592,34.78927,76.16745,,74.1321,62.9163,,59.93122,,73.02396,75.2562,73.40997,,,45.17067,80.72997,75.19376,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,,C,C,C,,,C,C,C,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,,False,True,False,,,True,False,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,52.79069,79.6119,34.13201,28.19345,45.07549,52.0865,78.61209,27.91435,29.66896,45.60912,52.2516,55.38053,28.47443,51.90928,80.87045,44.50096,50.4895,39.12226,67.46732,43.35295,45.08271,52.33711,34.37324,25.15171,66.57656,42.77917,54.89595,45.76176,25.673,29.77311,68.2589,39.52312,24.61667,43.928,50.06157,44.34882,84.23463,,83.25919,71.24468,,93.42062,,82.26366,,81.48009,,,,87.07455,85.70606,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,,C,,C,,,,C,C,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,,True,,,,True,True,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,77.27948,88.80721,30.24373,18.65619,61.82342,59.8742,86.14752,16.658,23.99702,60.06528,56.54213,73.16673,20.77274,63.40664,91.47643,63.80725,81.79861,36.65392,,27.05703,56.62724,81.68485,27.8155,18.98499,,22.0202,,43.95594,16.91654,20.5241,,35.49703,21.19776,32.32278,89.10357,67.54945,88.7927,34.12914,73.92891,77.1305,62.77003,8.98263,62.57003,86.12277,73.10172,71.18436,,29.74543,81.55431,91.46957,76.85593,63.00711,38.44234,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2007,,,,,,98.74016,,,,,99.38499,,,98.14465,,,,,,98.04481,,,,,,99.12203,,,,,,,,97.11246,,,,,99.39048,,,,,,,99.61539,,,,,99.16981,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,True,,,,,True,,,True,,,,,,True,,,,,,True,,,,,,,,True,,,,,True,,,,,,,True,,,,,True,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",262,Djibouti,DJI,42.18274707,11.56004161,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,,,,,,72.87604,,,,,66.00229,,,79.20721,,,,,,42.64605,,,,,,34.28653,,,,,,,,48.86707,,,,,73.95146,,,,,,,67.00243,,,,,80.40032,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,True,,,,,True,,,True,,,,,,True,,,,,,True,,,,,,,,True,,,,,True,,,,,,,True,,,,,True,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,,,,,,50.57,,,,,53.36,,,47.54,,,,,,23.18,,,,,,,,,,,,,,,,,,,57.33,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,81.14606,90.65485,67.45358,33.30572,75.41562,70.94246,92.54832,36.38423,73.39223,77.0834,74.85381,84.46292,30.62559,66.46164,88.78553,72.86192,76.86939,60.43851,88.10078,33.55028,62.49182,73.01806,57.12481,14.42245,,40.36618,,60.08229,16.96572,75.70747,,37.61815,12.30606,27.08227,,,90.7551,68.41724,76.65987,81.5556,76.34318,50.01871,78.23157,93.03464,84.32485,79.59876,52.80658,73.18898,77.96127,88.53537,73.19426,73.42247,62.71788,47.49297,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,,C,C,C,,C,C,C,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,99.21,98.94,98.66,95.13,99.0,98.27,,,,,97.87,,,98.65,,,,,,97.29,,,,,,,,,,,,,,,,,,,99.27,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,100.0,99.7864,100.0,100.0,99.79439,99.90618,100.0,100.0,100.0,99.57298,99.90824,100.0,100.0,99.90456,99.58893,99.95908,100.0,100.0,,99.98692,99.93722,,100.0,100.0,,100.0,,100.0,100.0,100.0,,100.0,100.0,99.97677,,99.89337,99.7864,100.0,99.85268,100.0,99.70913,100.0,99.33239,100.0,100.0,99.84843,100.0,100.0,100.0,99.58893,99.85607,100.0,100.0,100.0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,C,,C,,C,C,C,,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",270,Gambia,GMB,-15.39944785,13.45295927,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,59.86,79.69,36.99,11.37,45.45,49.03,,,,,43.39,,,55.01,,,,,,30.04,,,,,,,,,,,,,,,,,,,67.84,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
